candidate,party,district,predicted_votes_in_2023_elections,predicted_elected,election_result,votes_in_2023_elections,age,sex
Ala-Herttuala Marika,SDP,PIR,1322.5177,1,NOT_ELECTED,1370,42,1
Machaal Mahmoud,SDP,PIR,1184.8121,0,NOT_ELECTED,467,62,0
Hamari Lotta,SDP,PIR,1179.5175,0,ON_SUBSTITUTE_PLACE,2675,37,1
Mankkinen Leena,SDP,PIR,1173.1515,0,NOT_ELECTED,680,74,1
Järvinen Hannu,SDP,PIR,1093.5944,0,NOT_ELECTED,829,54,0
Petäkoski-Hult Tuula,SDP,PIR,1013.6718,1,NOT_ELECTED,684,67,1
Hänninen Mikko,SDP,PIR,936.0421,0,NOT_ELECTED,660,32,0
Merinen Ville,SDP,PIR,899.6274,1,ELECTED,6274,38,0
Von Nandelstadh Wilhelm,RKP,PIR,316.33813,0,NOT_ELECTED,937,44,0
Savio Sami,PS,PIR,8564.376,1,ELECTED,6012,47,0
Vigelius Joakim,PS,PIR,6486.207,1,ELECTED,10113,26,0
Bergbom Miko,PS,PIR,6098.427,1,ELECTED,10525,27,0
Kymäläinen Sami,PS,PIR,5374.7837,1,NOT_ELECTED,2752,47,0
Puisto Sakari,PS,PIR,5045.2085,1,ELECTED,6592,46,0
Kaleva Lassi,PS,PIR,2799.6675,1,NOT_ELECTED,2465,57,0
Niemi Veijo,PS,PIR,2785.3381,1,ELECTED,3135,68,0
Saarelainen Auri,PS,PIR,2474.572,0,NOT_ELECTED,1398,30,1
Saikkonen Jani,PS,PIR,2059.8772,1,NOT_ELECTED,1549,48,0
Moisander Antti,PS,PIR,2042.1482,1,NOT_ELECTED,1169,29,0
Wesin Lisa,PS,PIR,1968.6715,0,NOT_ELECTED,1232,32,1
Puolimatka Marika,PS,PIR,1614.7087,0,NOT_ELECTED,1806,45,1
Grönroos Arto,PS,PIR,1292.1638,0,NOT_ELECTED,1568,65,0
Pelkonen Erja,PS,PIR,1200.2083,1,ON_SUBSTITUTE_PLACE,2828,49,1
Isokangas Tuomo,PS,PIR,1070.3291,0,NOT_ELECTED,606,48,0
Ahtiainen Veli-Matti,PS,PIR,1065.5829,1,NOT_ELECTED,1790,43,0
Raevaara Aarne,PS,PIR,889.67175,1,NOT_ELECTED,1013,62,0
Asunta Maria,PS,PIR,860.39105,1,NOT_ELECTED,2704,47,1
Ojala Janne,PS,PIR,798.8444,1,NOT_ELECTED,2150,50,0
Saarinen Susanna,PS,PIR,669.8751,1,NOT_ELECTED,1089,43,1
Karvinen Juho,PIR,PIR,259.09946,0,NOT_ELECTED,252,38,0
Tammenoksa Arto,PIR,PIR,145.35747,0,NOT_ELECTED,80,34,0
Lindroos Teemu,PIR,PIR,145.35747,0,NOT_ELECTED,18,40,0
Törnkvist Klaus,PIR,PIR,142.1144,0,NOT_ELECTED,65,43,0
Yltävä Jarno,PIR,PIR,132.60155,0,NOT_ELECTED,35,33,0
Kähönen Karoliina,LIIK,PIR,2743.9214,1,NOT_ELECTED,2271,30,1
Lehtonen Sanna-Liisa,LIIK,PIR,248.93895,0,NOT_ELECTED,376,42,1
Vuorenmaa Marjo,LIIK,PIR,246.79826,0,NOT_ELECTED,92,43,1
Peurala Jaana,LIIK,PIR,233.80083,0,NOT_ELECTED,201,59,1
Alakotila Antti,LIIK,PIR,225.85847,0,NOT_ELECTED,174,45,0
Järvilehto Pasi,LIIK,PIR,214.05269,0,NOT_ELECTED,99,52,0
Kurkela Aimo,LIIK,PIR,212.73753,0,NOT_ELECTED,525,39,0
Lindroos Harri,LIIK,PIR,206.3598,0,NOT_ELECTED,112,57,0
Tikka Tuula,LIIK,PIR,189.56416,0,NOT_ELECTED,138,61,1
Kujanpää Eveliina,LIIK,PIR,189.25728,0,NOT_ELECTED,690,24,1
Vuorinen Emilia,LIIK,PIR,182.23781,0,NOT_ELECTED,1266,41,1
Jokinen Roope,LIIK,PIR,178.32964,0,NOT_ELECTED,334,32,0
Timonen Osku,LIIK,PIR,176.90349,0,NOT_ELECTED,73,38,0
Pirttikoski Lassi,LIIK,PIR,176.16985,0,NOT_ELECTED,210,34,0
Tappura Kari,LIIK,PIR,150.432,0,NOT_ELECTED,117,59,0
Viljanen Riikka,LIIK,PIR,149.69138,0,NOT_ELECTED,62,41,1
Rauma Janne,LIIK,PIR,144.64565,0,NOT_ELECTED,954,43,0
Vilkki Merja,LIIK,PIR,127.412186,0,NOT_ELECTED,84,73,1
Nieminen Tarja,LIIK,PIR,126.75263,0,NOT_ELECTED,64,57,1
Virtanen Asko,LIIK,PIR,125.60951,0,NOT_ELECTED,57,67,0
Kuusama Timo-Pekka,LIBE,PIR,668.93646,0,NOT_ELECTED,133,33,0
Peltola Juha-Matti,LIBE,PIR,291.3346,0,NOT_ELECTED,231,34,0
Vihervaara Tommi,LIBE,PIR,248.27246,0,NOT_ELECTED,300,40,0
Kivistö Joni-Petteri,LIBE,PIR,246.02411,0,NOT_ELECTED,162,37,0
Torrkulla Kaj,LIBE,PIR,244.37024,0,NOT_ELECTED,121,46,0
Juslén Ilari,LIBE,PIR,235.15968,0,NOT_ELECTED,98,46,0
Murola Anton,LIBE,PIR,194.23468,0,NOT_ELECTED,100,44,0
Kuusama Eliisa,LIBE,PIR,172.10808,0,NOT_ELECTED,567,31,1
Ristimäki Juha,LIBE,PIR,161.23483,0,NOT_ELECTED,190,44,0
Kyllönen Kimmo,LIBE,PIR,147.67987,0,NOT_ELECTED,40,48,0
Salimäki Jussi-Pekka,LIBE,PIR,127.92763,0,NOT_ELECTED,41,31,0
Nieminen Jani,LIBE,PIR,116.67441,0,NOT_ELECTED,97,47,0
Seesvalo Sanna,KRIP,PIR,326.2645,0,NOT_ELECTED,301,45,1
Heinonen Jenna-Kaisa,KRIP,PIR,132.00154,0,NOT_ELECTED,159,32,1
"Alén Ari ""Bono""",KRIP,PIR,102.2743,0,NOT_ELECTED,194,57,0
Vikman Sofia,KOK,PIR,9145.84,1,ELECTED,7548,39,1
Ikonen Anna-Kaisa,KOK,PIR,8686.378,1,ELECTED,11428,45,1
Satonen Arto,KOK,PIR,5869.54,1,ELECTED,6029,56,0
Träskbäck Jocka,KOK,PIR,4954.6816,1,ON_SUBSTITUTE_PLACE,4095,49,0
Kiuru Pauli,KOK,PIR,4860.32,1,ELECTED,10982,60,0
Kinnunen Jari,KOK,PIR,4490.5903,1,NOT_ELECTED,3858,62,0
Haavisto Jussi,KOK,PIR,4228.722,0,NOT_ELECTED,2012,53,0
Leino Ida,KOK,PIR,3700.3127,1,NOT_ELECTED,2535,29,1
Evilä Tommi,KOK,PIR,2974.19,1,NOT_ELECTED,3243,42,0
Jäntti Aleksi,KOK,PIR,2872.181,1,ELECTED,4157,49,0
Nordström Pia,KOK,PIR,2609.6245,0,NOT_ELECTED,1421,61,1
Aaltonen Teemu,KOK,PIR,2162.3909,0,NOT_ELECTED,596,49,0
Vahvelainen Saana,KOK,PIR,1852.4523,1,NOT_ELECTED,2501,32,1
Virkkunen Katri,KOK,PIR,1764.6736,1,NOT_ELECTED,1942,42,1
Lohja Sebastian,KOK,PIR,891.3413,0,NOT_ELECTED,688,30,0
Järvensivu Antti,KOK,PIR,839.522,0,NOT_ELECTED,384,22,0
Hietaranta Sonja,KOK,PIR,766.4138,1,NOT_ELECTED,2414,47,1
Salmi Olli,KOK,PIR,763.57983,0,NOT_ELECTED,388,67,0
Berg Pirjo,KOK,PIR,713.0289,0,NOT_ELECTED,324,62,1
Ovaska Jouni,KESK,PIR,5316.0625,1,ELECTED,6376,36,0
Pirttilahti Arto,KESK,PIR,3725.7805,1,ON_SUBSTITUTE_PLACE,4057,59,0
Hakanen Pertti,KESK,PIR,3482.3477,0,NOT_ELECTED,1310,53,0
Riitakorpi Janne,KESK,PIR,3009.8738,0,NOT_ELECTED,173,28,0
Schulze-Steinen Petra,KESK,PIR,2683.7874,0,NOT_ELECTED,1586,54,1
Lähdeniemi Linda,KESK,PIR,2023.0072,0,NOT_ELECTED,1279,26,1
Holma Hanna,KESK,PIR,1750.9509,1,NOT_ELECTED,1635,45,1
Mäkinen-Aakula Marjo,KESK,PIR,952.2911,0,NOT_ELECTED,941,58,1
Sarvijärvi Minna,KESK,PIR,803.55493,0,NOT_ELECTED,990,55,1
Naskali Raili,KESK,PIR,582.9021,0,NOT_ELECTED,186,76,1
Ala-Keturi Terhi,KESK,PIR,418.57123,0,NOT_ELECTED,388,30,1
Arvela Ari,KESK,PIR,403.79553,0,NOT_ELECTED,743,65,0
Simonen Miina-Maija,KESK,PIR,377.22217,0,NOT_ELECTED,205,26,1
Pulkka Janne,KESK,PIR,345.81076,0,NOT_ELECTED,207,55,0
Liuha Tuukka,KESK,PIR,302.79346,0,NOT_ELECTED,339,42,0
Äijö Matti,KESK,PIR,295.48257,0,NOT_ELECTED,447,68,0
Haapasaari Tarja,KESK,PIR,292.43005,0,NOT_ELECTED,179,62,1
Särkilampi Matti,KESK,PIR,260.86823,0,NOT_ELECTED,79,40,0
Lösönen Matias,KESK,PIR,258.9699,0,NOT_ELECTED,386,31,0
Sandroos Aleksi,KESK,PIR,232.95511,0,NOT_ELECTED,504,28,0
Tanus Sari,KD,PIR,4585.0156,1,ELECTED,6117,59,1
Turunen Kauko,KD,PIR,3354.87,1,ON_SUBSTITUTE_PLACE,2860,62,0
Pursiainen Sirpa,KD,PIR,1576.6323,0,NOT_ELECTED,1479,43,1
Nurmela Piia,KD,PIR,1111.0037,0,NOT_ELECTED,746,53,1
Kuismanen Riitta,KD,PIR,999.02454,0,NOT_ELECTED,1164,63,1
Hakola Marika,KD,PIR,688.5448,1,NOT_ELECTED,482,44,1
Haapala Riitta,KD,PIR,574.19104,0,NOT_ELECTED,237,57,1
Rinta-Valkama Ami,KD,PIR,558.13385,0,NOT_ELECTED,305,25,1
Jussila Jorma,KD,PIR,545.7676,0,NOT_ELECTED,661,64,0
Joki Mia,KD,PIR,525.75604,0,NOT_ELECTED,528,47,1
Raunio Pirjo,KD,PIR,518.2169,0,NOT_ELECTED,528,56,1
Miilunpalo Seppo,KD,PIR,340.30807,0,NOT_ELECTED,118,67,0
Ylihaveri Johanna,KD,PIR,327.03284,0,NOT_ELECTED,199,54,1
Ikonen Jaakko,KD,PIR,310.02924,0,NOT_ELECTED,208,44,0
Hovi Marjut,KD,PIR,301.31256,0,NOT_ELECTED,418,68,1
Rauhalammi Timo,KD,PIR,295.54932,0,NOT_ELECTED,140,61,0
Pöyhönen Laura,KD,PIR,286.60852,0,NOT_ELECTED,212,45,1
Auerma Riku,KD,PIR,267.3121,0,NOT_ELECTED,166,27,0
Hietala Atro,KD,PIR,241.69511,0,NOT_ELECTED,181,28,0
Ojanperä Jarmo,KD,PIR,227.28552,0,NOT_ELECTED,163,66,0
Grönlund Jorma,KAL,PIR,89.86355,0,NOT_ELECTED,75,61,0
Roell Jonna,FP,PIR,158.76216,0,NOT_ELECTED,47,49,1
Kallioniemi Kati,FP,PIR,133.00468,0,NOT_ELECTED,25,36,1
Pöntinen Riikka,FP,PIR,87.48927,0,NOT_ELECTED,79,33,1
Perttunen Jaakko,EOP,PIR,304.35168,0,NOT_ELECTED,218,33,0
Kaski Sanna,EOP,PIR,212.5515,0,NOT_ELECTED,110,48,1
Lähde Lila,EOP,PIR,158.45808,0,NOT_ELECTED,86,31,1
Monola-Lemière Kapa,EOP,PIR,134.10707,0,NOT_ELECTED,65,39,1
Jarske-Fransas Anna,EOP,PIR,134.10707,0,NOT_ELECTED,35,37,1
Illman Jaakko,EOP,PIR,127.23573,0,NOT_ELECTED,62,40,0
Gauffin Minnamaaria,EOP,PIR,125.11333,0,NOT_ELECTED,25,49,1
Virtanen Timo,E240,PIR,185.13663,0,NOT_ELECTED,44,36,0
Heiskanen Pekka,E239,PIR,131.93147,0,NOT_ELECTED,24,40,0
Enkvist Petter,E238,PIR,151.91565,0,NOT_ELECTED,26,25,0
Huhtala Juha,VL,KAA,4165.05,0,NOT_ELECTED,406,43,0
Peltola Sakari,VL,KAA,3077.1416,0,NOT_ELECTED,712,44,0
Eskelinen Petri,VL,KAA,192.4099,0,NOT_ELECTED,82,44,0
Huovinen Risto,VL,KAA,156.99501,1,NOT_ELECTED,230,39,0
Marttinen Jussi,VL,KAA,155.78038,0,NOT_ELECTED,63,40,0
Paakkinen Otso,VL,KAA,124.83526,0,NOT_ELECTED,21,39,0
Rockas Anton,VL,KAA,121.869774,0,NOT_ELECTED,23,30,0
Mättö Saku,VL,KAA,109.36828,0,NOT_ELECTED,126,56,0
Marttinen Taina,VL,KAA,104.44988,0,NOT_ELECTED,41,58,1
Turklin Arja,VL,KAA,95.69483,0,NOT_ELECTED,24,65,1
Turtiainen Ano,VKK,KAA,4618.8657,0,NOT_ELECTED,631,55,0
Soiri Miika,VKK,KAA,758.6149,0,NOT_ELECTED,66,39,0
Kuusela Jani,VKK,KAA,195.5224,0,NOT_ELECTED,155,49,0
Särkkä Antti,VKK,KAA,185.13663,0,NOT_ELECTED,56,39,0
Pietikäinen Esa,VKK,KAA,164.18445,0,NOT_ELECTED,85,39,0
Makkonen Mari,VKK,KAA,134.10707,0,NOT_ELECTED,67,34,1
Puustinen Pauli,VKK,KAA,131.93147,0,NOT_ELECTED,42,34,0
Ovaska Anastasia,VKK,KAA,130.10323,0,NOT_ELECTED,66,31,1
Myyryläinen Samu,VKK,KAA,125.394196,0,NOT_ELECTED,25,47,0
Holopainen Hanna,VIHR,KAA,4190.7197,1,ELECTED,2762,46,1
Liikanen Veli,VIHR,KAA,3961.8503,0,NOT_ELECTED,1213,44,0
Aikio Jenni,VIHR,KAA,3273.437,0,ON_SUBSTITUTE_PLACE,2402,37,1
Andrejev Katja,VIHR,KAA,1703.0449,0,NOT_ELECTED,738,42,1
Mink Miisa,VIHR,KAA,1525.9275,0,NOT_ELECTED,1009,52,1
Käyhkö Oona,VIHR,KAA,1372.1946,0,NOT_ELECTED,886,25,1
Laukkanen Teemu,VIHR,KAA,648.8943,0,NOT_ELECTED,886,35,0
Janhunen Katriina,VIHR,KAA,612.8891,1,NOT_ELECTED,404,22,1
Pounds Michael,VIHR,KAA,534.69696,0,NOT_ELECTED,408,34,0
Pietiläinen Petri,VIHR,KAA,376.82495,0,NOT_ELECTED,236,57,0
Kanervo Marjaana,VIHR,KAA,292.43005,0,NOT_ELECTED,253,62,1
Vilkka Aila,VIHR,KAA,287.6178,0,NOT_ELECTED,100,52,1
Mustonen Jonne,VIHR,KAA,268.0376,0,NOT_ELECTED,168,46,0
Raukko Pekka,VIHR,KAA,263.7611,0,NOT_ELECTED,113,62,0
Kaskinen Teemu,VIHR,KAA,244.34512,0,NOT_ELECTED,143,45,0
Mielonen Joona,VAS,KAA,3010.1926,1,NOT_ELECTED,2084,37,0
Byman Mika,VAS,KAA,1507.022,1,NOT_ELECTED,938,42,0
Vättö Heidi,VAS,KAA,1149.0354,0,NOT_ELECTED,597,43,1
Niemelä Sanna,VAS,KAA,920.85657,1,NOT_ELECTED,1015,40,1
Kleimola Piia,VAS,KAA,868.18066,0,NOT_ELECTED,653,50,1
Koponen Heli,VAS,KAA,646.9583,0,NOT_ELECTED,393,35,1
Tauria-Huttunen Arja,VAS,KAA,568.7633,0,NOT_ELECTED,186,52,1
Hjelt Sami,VAS,KAA,525.21826,0,NOT_ELECTED,266,45,0
Mykkänen Risto,VAS,KAA,517.80347,0,NOT_ELECTED,498,58,0
Marova Ekaterina,VAS,KAA,471.71677,1,NOT_ELECTED,217,39,1
Annala Esa,VAS,KAA,377.86588,0,NOT_ELECTED,281,47,0
Mustonen Juuso,VAS,KAA,372.06436,0,NOT_ELECTED,144,38,0
Hyyryläinen Antti,VAS,KAA,320.74014,0,NOT_ELECTED,243,45,0
Joronen Saara,VAS,KAA,273.689,0,NOT_ELECTED,466,39,1
Inberg Emmi,VAS,KAA,258.1975,0,NOT_ELECTED,589,29,1
Golubinskiy Andrey,SKP,KAA,157.94063,0,NOT_ELECTED,52,46,0
Väisänen Teija,SKP,KAA,130.36626,0,NOT_ELECTED,17,41,1
Pöyry Jonna,SKP,KAA,111.72594,0,NOT_ELECTED,28,24,1
Knuutila Jarmo,SKP,KAA,109.168945,0,NOT_ELECTED,27,50,0
Taskinen Liisa,SKP,KAA,94.13849,0,NOT_ELECTED,123,71,1
Väisänen Ano,SKP,KAA,82.7145,0,NOT_ELECTED,11,78,0
Paatero Sirpa,SDP,KAA,8712.244,1,ON_SUBSTITUTE_PLACE,5039,58,1
Werning Paula,SDP,KAA,6993.498,1,ELECTED,5046,46,1
Kymäläinen Suna,SDP,KAA,6281.1685,1,ELECTED,5810,46,1
Malm Niina,SDP,KAA,6105.671,1,ELECTED,8180,40,1
Mikkonen Anna-Kristiina,SDP,KAA,4259.93,1,ELECTED,5483,38,1
Virtanen Sami,SDP,KAA,3326.2053,1,NOT_ELECTED,4572,49,0
Strengell Jarno,SDP,KAA,2770.318,1,NOT_ELECTED,3284,48,0
Tauriainen Jussi,SDP,KAA,1646.0879,1,NOT_ELECTED,2225,30,0
Juhola Jatta,SDP,KAA,1423.9595,1,NOT_ELECTED,3517,46,1
Hokkanen Mikko,SDP,KAA,1250.2234,1,NOT_ELECTED,1695,40,0
Peltonen Nina,SDP,KAA,1171.0808,1,NOT_ELECTED,1795,31,1
Nissilä Josefina,SDP,KAA,1163.6251,1,NOT_ELECTED,1510,33,1
Arola Sami,SDP,KAA,1007.14984,0,NOT_ELECTED,990,46,0
Häkkinen Inka,SDP,KAA,826.2782,1,NOT_ELECTED,4580,40,1
Virinsalo Kari,SDP,KAA,651.65015,0,NOT_ELECTED,389,56,0
Bardy Johan,RKP,KAA,311.0194,0,NOT_ELECTED,477,69,0
Mäkelä Jani,PS,KAA,9704.99,1,ELECTED,5160,46,0
Eerola Juho,PS,KAA,9578.18,1,ELECTED,5849,48,0
Laakso Sheikki,PS,KAA,7929.37,1,ELECTED,7635,54,0
Sibakoff Samuli,PS,KAA,2508.2603,1,NOT_ELECTED,3089,45,0
Saarela Kalle,PS,KAA,2235.747,1,NOT_ELECTED,3198,47,0
Järvinen Sami,PS,KAA,1937.7311,1,NOT_ELECTED,3545,51,0
Härkönen Timo,PS,KAA,1765.4984,1,ON_SUBSTITUTE_PLACE,5142,49,0
Strandman Jaana,PS,KAA,1699.1982,1,ELECTED,5179,50,1
Mörk Joni,PS,KAA,1359.0917,1,NOT_ELECTED,3934,52,0
Pakkanen Antti,PS,KAA,1325.4434,1,NOT_ELECTED,2954,33,0
Julin Vesa,PS,KAA,1040.3512,1,NOT_ELECTED,1173,45,0
Kivelä Anja,PS,KAA,912.5746,1,NOT_ELECTED,1539,56,1
Tynkkynen Krister,PS,KAA,900.2967,0,NOT_ELECTED,1522,28,0
Kiiski Jaana,PS,KAA,768.60046,0,NOT_ELECTED,909,48,1
Mouhu Kari,PS,KAA,758.7479,0,NOT_ELECTED,1198,56,0
Taavitsainen Satu,LIIK,KAA,4649.241,1,NOT_ELECTED,1325,46,1
Peitsaro Panu,LIIK,KAA,1426.7457,1,NOT_ELECTED,3892,51,0
Heijari Ulla,LIIK,KAA,537.7881,0,NOT_ELECTED,201,43,1
Rantakaulio Juha,LIIK,KAA,292.12488,0,NOT_ELECTED,371,59,0
Pöyhönen Ari,LIIK,KAA,285.31204,0,NOT_ELECTED,304,59,0
Niemelä Jalle,LIIK,KAA,260.39542,0,NOT_ELECTED,426,62,0
Siitonen Anu,LIIK,KAA,220.24092,0,NOT_ELECTED,254,51,1
Leskinen Timo,LIIK,KAA,161.53575,0,NOT_ELECTED,161,46,0
Lehtimäki Sami,LIIK,KAA,148.58566,0,NOT_ELECTED,86,24,0
Rönnholm Marita,LIIK,KAA,147.16013,0,NOT_ELECTED,74,34,1
Sipilä Anu,LIIK,KAA,147.16013,0,NOT_ELECTED,67,41,1
Pentikäinen Jukka,LIIK,KAA,142.1144,0,NOT_ELECTED,90,43,0
Toivonen Timo,LIIK,KAA,141.9381,0,NOT_ELECTED,211,60,0
Hotanen Jani,LIIK,KAA,137.53918,0,NOT_ELECTED,282,49,0
Koskela Sari,LIIK,KAA,134.84784,0,NOT_ELECTED,282,53,1
Raiskio Emilia,LIBE,KAA,216.19919,0,NOT_ELECTED,217,35,1
Pigg Matias,LIBE,KAA,200.72685,0,NOT_ELECTED,77,27,0
Paljakka Antero,LIBE,KAA,167.14668,0,NOT_ELECTED,178,53,0
Tulkki Tomi,LIBE,KAA,164.4779,0,NOT_ELECTED,45,37,0
Puustinen Titta,KRIP,KAA,180.62553,0,NOT_ELECTED,70,44,1
Alhainen Marjo-Riina,KRIP,KAA,160.11624,0,NOT_ELECTED,197,45,1
Nykänen Hanna,KRIP,KAA,130.864,0,NOT_ELECTED,104,44,1
Palokangas Alpo,KRIP,KAA,125.394196,0,NOT_ELECTED,67,46,0
Häkkänen Antti,KOK,KAA,13124.655,1,ELECTED,21378,38,0
Kaunisto Ville,KOK,KAA,5463.17,1,ELECTED,7224,41,0
Kopra Jukka,KOK,KAA,4894.646,1,ELECTED,5731,56,0
Valtola Oskari,KOK,KAA,2907.6963,1,ELECTED,4335,47,0
Hasu Johanna,KOK,KAA,2478.2324,1,NOT_ELECTED,1214,59,1
Brandt-Ahde Linda,KOK,KAA,2297.7012,0,ON_SUBSTITUTE_PLACE,2467,37,1
Ristiniemi Sami,KOK,KAA,1884.9647,0,NOT_ELECTED,1418,46,0
Carpelan Christa,KOK,KAA,1860.5078,1,NOT_ELECTED,2153,47,1
Oksanen Jenni,KOK,KAA,1505.1748,0,NOT_ELECTED,815,35,1
Kurki Aleksi,KOK,KAA,1127.2649,1,NOT_ELECTED,1122,20,0
Pellinen Antti,KOK,KAA,979.2088,1,NOT_ELECTED,660,62,0
Anunti-Virta Mirja,KOK,KAA,928.2402,0,NOT_ELECTED,999,41,1
Naukkarinen Satu,KOK,KAA,892.87006,1,NOT_ELECTED,313,53,1
Montonen Sanni,KOK,KAA,761.749,0,NOT_ELECTED,389,33,1
Vuorio Juha,KL,KAA,193.96614,0,NOT_ELECTED,32,55,0
Siitari Markku,KL,KAA,103.88655,0,NOT_ELECTED,66,67,0
Korpikannas Veli,KL,KAA,98.40053,0,NOT_ELECTED,14,61,0
Kuitunen Jouni,KL,KAA,89.86355,0,NOT_ELECTED,76,61,0
Leppänen Marja-Leena,KL,KAA,85.60151,0,NOT_ELECTED,67,75,1
Kosonen Hanna,KESK,KAA,7924.3423,1,ELECTED,5147,47,1
Karhu Jari,KESK,KAA,3459.2717,1,NOT_ELECTED,1590,59,0
Torniainen Ari,KESK,KAA,3248.0168,1,ON_SUBSTITUTE_PLACE,3679,67,0
Pakkanen Markku,KESK,KAA,2963.321,1,NOT_ELECTED,2645,63,0
Hasu Jenny-Katariina,KESK,KAA,2208.8574,1,NOT_ELECTED,3175,37,1
Honkamaa Tapio,KESK,KAA,2077.6792,1,NOT_ELECTED,1856,68,0
Hämäläinen Laura,KESK,KAA,1913.6417,1,NOT_ELECTED,1915,27,1
Mynttinen Maritta,KESK,KAA,1269.288,0,NOT_ELECTED,529,53,1
Kallio Vesa,KESK,KAA,1140.7633,1,ELECTED,5663,55,0
Jaatinen Frans,KESK,KAA,1126.2821,1,NOT_ELECTED,734,37,0
Ikävalko Johanna,KESK,KAA,1019.74396,0,NOT_ELECTED,1496,44,1
Lohko Eveliina,KESK,KAA,1017.575,0,NOT_ELECTED,1160,42,1
Turunen Riikka,KESK,KAA,1012.44946,1,NOT_ELECTED,680,44,1
Pirttiaho Susanna,KESK,KAA,604.2608,0,NOT_ELECTED,604,44,1
Kukkurainen Jussi,KESK,KAA,508.28354,0,NOT_ELECTED,190,18,0
Koskela Jouni,KD,KAA,1453.2257,0,NOT_ELECTED,1276,60,0
Almgren Mikko,KD,KAA,1296.6769,0,NOT_ELECTED,1137,59,0
Turunen Ann-Niina,KD,KAA,1023.91583,1,NOT_ELECTED,1055,48,1
Ahonen Liisa,KD,KAA,803.65533,0,NOT_ELECTED,681,61,1
Asikainen Aila,KD,KAA,522.0689,0,NOT_ELECTED,404,43,1
Hauska-Mertanen Eija,KD,KAA,428.04114,0,NOT_ELECTED,415,62,1
Rantalainen Juha,KD,KAA,375.44177,0,NOT_ELECTED,399,73,0
Hirvonen Liisa,KD,KAA,366.47507,0,NOT_ELECTED,274,40,1
Bruce Marianne,KD,KAA,363.15997,0,NOT_ELECTED,187,42,1
Mäkinen Arto,KD,KAA,281.6745,0,NOT_ELECTED,473,53,0
Väkeväinen Henri,KD,KAA,280.2706,0,NOT_ELECTED,155,40,0
Hokkanen Sanna-Mari,KD,KAA,275.47183,0,NOT_ELECTED,152,50,1
Rasimus Susanna,KD,KAA,265.6809,0,NOT_ELECTED,762,45,1
Kovanen Päivi,KD,KAA,250.52382,0,NOT_ELECTED,331,64,1
Arponen Jaana,KD,KAA,235.93802,0,NOT_ELECTED,322,47,1
Timonen Pekka,VL,SKA,702.82654,0,NOT_ELECTED,1027,51,0
Jääskeläinen Jesse,VL,SKA,414.95813,0,NOT_ELECTED,54,26,0
Kuhlmann Pauliina,VL,SKA,316.38687,0,NOT_ELECTED,136,43,1
Vesanen Teija,VL,SKA,211.4861,0,NOT_ELECTED,149,41,1
Räty Minski,VL,SKA,159.18776,0,NOT_ELECTED,35,48,1
Lilja Kim,VL,SKA,131.93147,0,NOT_ELECTED,89,39,0
Rautiainen Jani,VL,SKA,131.93147,0,NOT_ELECTED,34,40,0
Ahponen Jorma,VL,SKA,105.7048,0,NOT_ELECTED,69,58,0
Ruotanen Anja,VL,SKA,94.13849,0,NOT_ELECTED,29,70,1
Garam Janos,VL,SKA,91.962906,0,NOT_ELECTED,23,73,0
Östman Anu,VKK,SKA,376.09872,0,NOT_ELECTED,171,45,1
Hätinen Katariina,VKK,SKA,160.11624,0,NOT_ELECTED,59,46,1
Jokela Jouni,VKK,SKA,131.93147,0,NOT_ELECTED,29,39,0
Röksä Sami,VKK,SKA,128.6884,0,NOT_ELECTED,19,43,0
Michelsson Erik,VKK,SKA,125.394196,0,NOT_ELECTED,22,48,0
Parviainen Altti,VKK,SKA,119.740715,0,NOT_ELECTED,73,51,0
Hirvonen Mauri,VKK,SKA,114.47899,0,NOT_ELECTED,41,65,0
Haavisto Seppo,VKK,SKA,91.962906,0,NOT_ELECTED,35,75,0
Mikkonen Krista,VIHR,SKA,9095.484,1,ELECTED,3972,50,1
Kondie Tuomo,VIHR,SKA,2519.345,1,NOT_ELECTED,197,29,0
Nieminen Petri,VIHR,SKA,1969.3955,1,NOT_ELECTED,1035,37,0
Kantele Kaisa,VIHR,SKA,1787.9602,1,ON_SUBSTITUTE_PLACE,1761,36,1
Berg Marja,VIHR,SKA,1579.2014,0,NOT_ELECTED,1392,64,1
Kumpulainen Sami,VIHR,SKA,1097.9991,0,NOT_ELECTED,582,30,0
Saarinen Ninni,VIHR,SKA,756.3105,0,NOT_ELECTED,471,39,1
Partanen Ella,VIHR,SKA,658.08344,0,NOT_ELECTED,1582,29,1
Kaipainen Tanja,VIHR,SKA,461.67142,1,NOT_ELECTED,178,50,1
Perkkiö Kimmo,VIHR,SKA,449.38834,0,NOT_ELECTED,246,49,0
Kaunisaho Lauri,VIHR,SKA,432.16672,0,NOT_ELECTED,545,20,0
Juvonen Toni,VIHR,SKA,360.42935,1,NOT_ELECTED,340,43,0
Sjöberg Markus,VIHR,SKA,342.60138,0,NOT_ELECTED,246,34,0
Närhi Eeva,VIHR,SKA,311.2367,0,NOT_ELECTED,79,22,1
Marjeta Ari,VIHR,SKA,274.45825,0,NOT_ELECTED,75,63,0
Semi Matti,VAS,SKA,3925.067,1,NOT_ELECTED,1559,66,0
Meriluoto Laura,VAS,SKA,2918.4202,1,ELECTED,3358,37,1
Pitkänen Juha,VAS,SKA,986.4119,0,NOT_ELECTED,601,39,0
